accounting_stratum_id,district,control_name,control_type,official_control_employment,employment_rounding_lower,employment_rounding_upper_exclusive,rounding_increment_people,employment_universe,geometry_is_approximate,area_fraction_inside,uniform_jobs_inside,building_jobs_inside,ppml_jobs_inside,boundary_source,source_vintage,source_crs,analysis_crs,license_or_terms,redistribution_status,support_classification,model_min_jobs_inside,model_max_jobs_inside,model_max_minus_min_jobs,model_difference_shanghai_percentage_points,official_control_share_of_shanghai_percentage,ppml_share_of_current_50min_numerator_percentage,partial_uncertainty_rank,cumulative_partial_model_spread_share,in_smallest_set_covering_80pct_model_spread
310107102000,普陀区,长征镇,town,112000,111500,112500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.8549752114441485,0.0,,,False
310107103000,普陀区,桃浦镇,town,65000,64500,65500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.49619097092740766,0.0,,,False
310110013000,杨浦区,长白新村街道,street,11271,11271,11271,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.08603951435881248,0.0,,,False
310110015000,杨浦区,延吉新村街道,street,13326,13326,13326,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.10172678274736362,0.0,,,False
310110016000,杨浦区,殷行街道,street,16658,16658,16658,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.12716229528782702,0.0,,,False
310110020000,杨浦区,新江湾城街道,street,55638,55638,55638,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.42472420369937086,0.0,,,False
310115104000,浦东新区,高桥镇,town,38000,37500,38500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.2900808753114075,0.0,,,False
310115123000,浦东新区,高东镇,town,28000,27500,28500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.2137438028610371,0.0,,,False
310115131000,浦东新区,惠南镇,town,68000,67500,68500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.5190920926625188,0.0,,,False
310115134000,浦东新区,大团镇,town,10000,9500,10500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.07633707245037041,0.0,,,False
310115140000,浦东新区,泥城镇,town,38000,37500,38500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.2900808753114075,0.0,,,False
310115142000,浦东新区,书院镇,town,14000,13500,14500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.10687190143051856,0.0,,,False
310115143000,浦东新区,万祥镇,town,17000,16500,17500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.1297730231656297,0.0,,,False
310115144000,浦东新区,老港镇,town,14000,13500,14500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.10687190143051856,0.0,,,False
310115145000,浦东新区,南汇新城镇,town,138000,137500,138500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,1.0534515998151117,0.0,,,False
310115501000,浦东新区,中国（上海）自由贸易试验区（保税片区）,functional_zone,149000,148500,149500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,Ruiduobao 2020 statistical polygon,2020,EPSG:4326,EPSG:32651,academic/education reference only; commercial use prohibited,source geometry not redistributed; acquisition instructions and derived non-reconstructable statistics only,effectively_fully_outside,0.0,0.0,0.0,0.0,1.1374223795105192,0.0,,,False
310109016000,虹口区,凉城新村街道,street,23538,23538,23538,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.17968220113368186,0.0,,,False
310109019000,虹口区,江湾镇街道,street,29170,29170,29170,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.22267524033773048,0.0,,,False
310105010000,长宁区,程家桥街道,street,101760,101760,101760,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.7768060492549692,0.0,,,False
310106019000,静安区,大宁路街道,street,115000,114500,115500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.8778763331792597,0.0,,,False
310106020000,静安区,彭浦新村街道,street,17000,16500,17500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.1297730231656297,0.0,,,False
310106021000,静安区,临汾路街道,street,5000,4500,5500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.03816853622518521,0.0,,,False
310106100000,静安区,彭浦镇,town,112000,111500,112500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.0,0.0,0.0,0.0,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,effectively_fully_outside,0.0,0.0,0.0,0.0,0.8549752114441485,0.0,,,False
310115502000,浦东新区,金桥经济技术开发区,functional_zone,203000,202500,203500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.4742339553558306,96269.49293723362,64690.403284928216,79079.6303911662,Ruiduobao 2020 statistical polygon,2020,EPSG:4326,EPSG:32651,academic/education reference only; commercial use prohibited,source geometry not redistributed; acquisition instructions and derived non-reconstructable statistics only,materially_partially_intersected,64690.403284928216,96269.49293723362,31579.089652305403,0.24106552547047802,1.5496425707425192,2.1423490841924258,1,0.09510955275493368,True
310109011000,虹口区,广中路街道,street,33773,33773,33773,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.1302123987107772,4397.6633416581135,28386.686910754444,9886.41610218185,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,4397.6633416581135,28386.686910754444,23989.02356909633,0.183125183020775,0.25781319478663595,0.26783325083447185,2,0.16735942847349322,True
310115130000,浦东新区,三林镇,town,96000,95500,96500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.17292789130294384,16601.077565081996,35715.87739033899,23350.623005726262,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,16601.077565081996,35715.87739033899,19114.799825256992,0.14591678591349705,0.7328358955235559,0.632592559729875,3,0.2249291710593931,True
310115503000,浦东新区,张江高科技园区,functional_zone,469000,468500,469500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.9585488135200044,449559.3935408821,467789.9197657972,461775.57150815486,Ruiduobao 2020 statistical polygon,2020,EPSG:4326,EPSG:32651,academic/education reference only; commercial use prohibited,source geometry not redistributed; acquisition instructions and derived non-reconstructable statistics only,materially_partially_intersected,449559.3935408821,467789.9197657972,18230.526224915113,0.13916650012397225,3.580208697922372,12.50997845879462,4,0.27983566820131384,True
310104014000,徐汇区,徐家汇街道,street,216300,216250,216350,100,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.3543592524646977,76647.90630811235,89511.80695358531,92205.9435282855,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,76647.90630811235,92205.9435282855,15558.037220173152,0.11876550144619173,1.651170877101512,2.497954501023912,5,0.3266931925329962,True
310106015000,静安区,天目西路街道,street,161000,160500,161500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.7724532320332728,124364.97035736231,137627.09116759687,133799.72863070754,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,124364.97035736231,137627.09116759687,13262.120810234555,0.10123914771364402,1.2290268664509636,3.6247732150403666,6,0.3666359012282491,True
310115132000,浦东新区,周浦镇,town,48000,47500,48500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.1988133768256866,9543.042087632939,21712.562339314598,11859.780517564239,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,9543.042087632939,21712.562339314598,12169.520251681659,0.09289855491388728,0.36641794776177794,0.3212937365140387,7,0.40328792765216637,True
310110019000,杨浦区,五角场街道,street,105944,105944,105944,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.2646377431397277,28036.781059195568,16371.947652565432,22111.686493872305,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,16371.947652565432,28036.781059195568,11664.833406630136,0.08904592328834257,0.8087454803682042,0.5990284865492879,8,0.4384199438211128,True
310105008000,长宁区,仙霞新村街道,street,20827,20827,20827,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.2610153411658627,5436.166510461033,16138.928158227694,8444.509023936263,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,5436.166510461033,16138.928158227694,10702.761647766662,0.08170174913246095,0.15898722079238645,0.22877049480880532,9,0.4706544029131731,True
310106017000,静安区,宝山路街道,street,21000,20500,21500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.8691248323886052,18251.62148016028,10776.752766707648,16427.216275001087,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,10776.752766707648,18251.62148016028,7474.868713452632,0.05706095945358406,0.16030785214577786,0.4450303013367498,10,0.4931671297861096,True
310106018000,静安区,共和新路街道,street,31000,30500,31500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.24620981883142676,7632.504383773989,159.19428450160504,6566.74151954742,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,159.19428450160504,7632.504383773989,7473.310099272384,0.05704906144922409,0.23664492459614825,0.17789982845066918,11,0.5156751624421059,True
310110009000,杨浦区,四平路街道,street,45502,45502,45502,1,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.7588165093132213,34527.66880676995,41791.88817558937,36898.06793300507,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,34527.66880676995,41791.88817558937,7264.219368819417,0.055452924025295176,0.3473489470636754,0.9996068728916776,12,0.5375534579499596,True
310107020000,普陀区,宜川路街道,street,17000,16500,17500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.1748295711345692,2972.1027092874288,10024.294470629655,4378.399128648136,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,2972.1027092874288,10024.294470629655,7052.1917613422265,0.053834367341948686,0.1297730231656297,0.11861536677763827,13,0.558793171055949,True
310115009000,浦东新区,上钢新村街道,street,25750,25500,26500,1000,2023 secondary- and tertiary-sector legal-entity workplace employment,True,0.6849441635508081,17637.312211432727,24528.051248140913,21347.24853361094,OpenStreetMap admin_level=8 relation,2026-08-19,EPSG:4326,EPSG:32651,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,materially_partially_intersected,17637.312211432727,24528.051248140913,6890.739036708186,0.052601884508178834,0.1965679615597038,0.5783190705342276,14,0.5795466226325505,True
