district,accounting_stratum_id,control,control_type,boundary_source,reach_intersection_area_share,distance_to_50min_boundary_m,review_reason,source_map,source_map_service,review_date,review_status,discrepancy_description,could_materially_change_reach_employment,reviewer,official_export_bbox_wgs84,official_export_pixels,official_base_sha256,official_label_sha256,review_overlay_sha256,screenshot_redistributed,review_limitation
普陀区,310107015000,长寿路街道,street,OpenStreetMap admin_level=8 relation,0.2142121838589822,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
普陀区,310107016000,甘泉路街道,street,OpenStreetMap admin_level=8 relation,0.0,242.99744841136447,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
普陀区,310107017000,石泉路街道,street,OpenStreetMap admin_level=8 relation,0.0,69.11710765527171,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
普陀区,310107020000,宜川路街道,street,OpenStreetMap admin_level=8 relation,0.1748295711345692,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
普陀区,310107102000,长征镇,town,OpenStreetMap admin_level=8 relation,0.0,115.41126311431763,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110001000,定海路街道,street,OpenStreetMap admin_level=8 relation,0.04965800021892501,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110006000,平凉路街道,street,OpenStreetMap admin_level=8 relation,0.9899698351579119,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110008000,江浦路街道,street,OpenStreetMap admin_level=8 relation,0.9999659294736208,335.02232232732484,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110009000,四平路街道,street,OpenStreetMap admin_level=8 relation,0.7588165093132213,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110012000,控江路街道,street,OpenStreetMap admin_level=8 relation,0.7290968044481665,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110013000,长白新村街道,street,OpenStreetMap admin_level=8 relation,0.0,296.70533756397435,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110015000,延吉新村街道,street,OpenStreetMap admin_level=8 relation,0.0,35.2696227234436,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110018000,大桥街道,street,OpenStreetMap admin_level=8 relation,0.4993420376376364,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110019000,五角场街道,street,OpenStreetMap admin_level=8 relation,0.2646377431397277,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
杨浦区,310110021000,长海路街道,street,OpenStreetMap admin_level=8 relation,0.003909677513449627,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115005000,陆家嘴街道,street,OpenStreetMap admin_level=8 relation,0.9728309226189978,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115007000,周家渡街道,street,OpenStreetMap admin_level=8 relation,0.943593246561992,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115008000,塘桥街道,street,OpenStreetMap admin_level=8 relation,0.9906937873718998,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115009000,上钢新村街道,street,OpenStreetMap admin_level=8 relation,0.6849441635508081,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115010000,南码头路街道,street,OpenStreetMap admin_level=8 relation,0.8930983571128412,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115011000,沪东新村街道,street,OpenStreetMap admin_level=8 relation,0.41060335440657914,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115012000,金杨新村街道,street,OpenStreetMap admin_level=8 relation,0.7685147573134425,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
