district,accounting_stratum_id,control_name,control_type,boundary_source,source_feature_id,source_url,source_vintage,source_crs,analysis_crs,geometry_is_approximate,license_or_terms,redistribution_status,repository_geometry_file,repository_geometry_sha256,official_map_validation_required,official_map_validation_status,could_materially_change_reach_employment,official_map_review_date
徐汇区,310104003000,天平路街道,street,OpenStreetMap admin_level=8 relation,13469980,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104004000,湖南路街道,street,OpenStreetMap admin_level=8 relation,13469979,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104007000,斜土路街道,street,OpenStreetMap admin_level=8 relation,13470053,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104008000,枫林路街道,street,OpenStreetMap admin_level=8 relation,13470052,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104010000,长桥街道,street,OpenStreetMap admin_level=8 relation,13470589,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
徐汇区,310104011000,田林街道,street,OpenStreetMap admin_level=8 relation,13470318,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104012000,虹梅路街道,street,OpenStreetMap admin_level=8 relation,13470463,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
徐汇区,310104013000,康健新村街道,street,OpenStreetMap admin_level=8 relation,13470479,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
徐汇区,310104014000,徐家汇街道,street,OpenStreetMap admin_level=8 relation,13469990,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104015000,凌云路街道,street,OpenStreetMap admin_level=8 relation,13470540,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
徐汇区,310104016000,龙华街道,street,OpenStreetMap admin_level=8 relation,13470146,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104017000,漕河泾街道,street,OpenStreetMap admin_level=8 relation,13470278,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
徐汇区,310104103000,华泾镇,town,OpenStreetMap admin_level=8 relation,13470658,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
长宁区,310105001000,华阳路街道,street,OpenStreetMap admin_level=8 relation,13469230,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105002000,江苏路街道,street,OpenStreetMap admin_level=8 relation,13469138,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105004000,新华路街道,street,OpenStreetMap admin_level=8 relation,13469094,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105005000,周家桥街道,street,OpenStreetMap admin_level=8 relation,13469231,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105006000,天山路街道,street,OpenStreetMap admin_level=8 relation,13469232,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105008000,仙霞新村街道,street,OpenStreetMap admin_level=8 relation,13469351,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105009000,虹桥街道,street,OpenStreetMap admin_level=8 relation,13469352,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105010000,程家桥街道,street,OpenStreetMap admin_level=8 relation,14184034,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
长宁区,310105011000,北新泾街道,street,OpenStreetMap admin_level=8 relation,14184083,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
长宁区,310105102000,新泾镇,town,OpenStreetMap admin_level=8 relation,14184082,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106006000,江宁路街道,street,OpenStreetMap admin_level=8 relation,14186018,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106011000,石门二路街道,street,OpenStreetMap admin_level=8 relation,14186017,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
静安区,310106012000,南京西路街道,street,OpenStreetMap admin_level=8 relation,14186016,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
静安区,310106013000,静安寺街道,street,OpenStreetMap admin_level=8 relation,14186014,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106014000,曹家渡街道,street,OpenStreetMap admin_level=8 relation,14186015,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106015000,天目西路街道,street,OpenStreetMap admin_level=8 relation,14186013,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106016000,北站街道,street,OpenStreetMap admin_level=8 relation,14186012,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106017000,宝山路街道,street,OpenStreetMap admin_level=8 relation,14186011,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106018000,共和新路街道,street,OpenStreetMap admin_level=8 relation,14186010,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106019000,大宁路街道,street,OpenStreetMap admin_level=8 relation,14186009,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106020000,彭浦新村街道,street,OpenStreetMap admin_level=8 relation,14186008,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
静安区,310106021000,临汾路街道,street,OpenStreetMap admin_level=8 relation,14186007,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
静安区,310106022000,芷江西路街道,street,OpenStreetMap admin_level=8 relation,14186006,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
静安区,310106100000,彭浦镇,town,OpenStreetMap admin_level=8 relation,14186005,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
普陀区,310107005000,曹杨新村街道,street,OpenStreetMap admin_level=8 relation,14187873,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107014000,长风新村街道,street,OpenStreetMap admin_level=8 relation,14187872,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107015000,长寿路街道,street,OpenStreetMap admin_level=8 relation,14187871,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107016000,甘泉路街道,street,OpenStreetMap admin_level=8 relation,14187870,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107017000,石泉路街道,street,OpenStreetMap admin_level=8 relation,14187869,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107020000,宜川路街道,street,OpenStreetMap admin_level=8 relation,14187868,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107021000,真如镇街道,street,OpenStreetMap admin_level=8 relation,14187866,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
普陀区,310107022000,万里街道,street,OpenStreetMap admin_level=8 relation,14187867,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
普陀区,310107102000,长征镇,town,OpenStreetMap admin_level=8 relation,14187865,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
普陀区,310107103000,桃浦镇,town,OpenStreetMap admin_level=8 relation,14187864,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,not_required,no,
虹口区,310109009000,欧阳路街道,street,OpenStreetMap admin_level=8 relation,13465959,https://download.openstreetmap.fr/extracts/asia/china/shanghai.osm.pbf,2026-08-19,EPSG:4326,EPSG:32651,True,"OpenStreetMap contributors, Open Database License 1.0",redistributable under ODbL with attribution/share-alike,data/employment/raw/boundaries/osm-priority-controls-2026-08-19.geojson,d94b7fc3800e8c6bbe3c8b2f376f541b7887f6690a71cee103d53840bdf1a9a9,True,pass,no,2026-08-19
