district,official_control_code_2023,official_control_name_2023,published_control_label,control_type,accounting_stratum_id,employment_nominal,employment_reconciled,employment_rounding_lower,employment_rounding_upper_exclusive,rounding_increment_people,bulletin_unit,bulletin_rounding_note,subtotal_group,table_page_reference,employment_universe,reference_date,individual_business_included,geographic_table_exclusions,publication_url,official_code_reference_url,osm_relation_id,geometry_source,geometry_is_approximate,name_crosswalk_note,reconciliation_note
徐汇区,310104003000,天平路街道,天平路街道,street,310104003000,57800,57800,57750,57850,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469980,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104004000,湖南路街道,湖南路街道,street,310104004000,48700,48700,48650,48750,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469979,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104007000,斜土路街道,斜土路街道,street,310104007000,29800,29800,29750,29850,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470053,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104008000,枫林路街道,枫林路街道,street,310104008000,56800,56800,56750,56850,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470052,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104010000,长桥街道,长桥街道,street,310104010000,20700,20700,20650,20750,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470589,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104011000,田林街道,田林街道,street,310104011000,75600,75600,75550,75650,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470318,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104012000,虹梅路街道,虹梅路街道,street,310104012000,262100,262100,262050,262150,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 5",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470463,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104013000,康健新村街道,康健新村街道,street,310104013000,15900,15900,15850,15950,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 6",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470479,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104014000,徐家汇街道,徐家汇街道,street,310104014000,216300,216300,216250,216350,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 6",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469990,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104015000,凌云路街道,凌云路街道,street,310104015000,12200,12200,12150,12250,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 6",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470540,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104016000,龙华街道,龙华街道,street,310104016000,59600,59600,59550,59650,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 6",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470146,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104017000,漕河泾街道,漕河泾街道,street,310104017000,88600,88600,88550,88650,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 6",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470278,OpenStreetMap,True,exact official-name match,nominal midpoint retained
徐汇区,310104103000,华泾镇,华泾镇,town,310104103000,10300,10300,10250,10350,100,"10,000 persons, two decimals","100-person display increment; each row interval is [nominal-50, nominal+50)",ordinary,"Table 1-5, printed/PDF page 6",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,construction and finance; construction processing-location adjustment applies,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06982a9c100198f528792809df,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13470658,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105001000,华阳路街道,华阳路街道,street,310105001000,48926,48926,48926,48926,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469230,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105002000,江苏路街道,江苏路街道,street,310105002000,37808,37808,37808,37808,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469138,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105004000,新华路街道,新华路街道,street,310105004000,52426,52426,52426,52426,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469094,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105005000,周家桥街道,周家桥街道,street,310105005000,25426,25426,25426,25426,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469231,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105006000,天山路街道,天山路街道,street,310105006000,70756,70756,70756,70756,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469232,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105008000,仙霞新村街道,仙霞新村街道,street,310105008000,20827,20827,20827,20827,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469351,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105009000,虹桥街道,虹桥街道,street,310105009000,84297,84297,84297,84297,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13469352,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105010000,程家桥街道,程家桥街道,street,310105010000,101760,101760,101760,101760,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14184034,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105011000,北新泾街道,北新泾街道,street,310105011000,6332,6332,6332,6332,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14184083,OpenStreetMap,True,exact official-name match,nominal midpoint retained
长宁区,310105102000,新泾镇,新泾镇,town,310105102000,148418,148418,148418,148418,1,persons,exact person rows,ordinary,Table 1-5,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,directly managed financial units,https://zwgk.shcn.gov.cn/xxgk/zdgzlsqk-zw/2025/211/78163.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14184082,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106006000,江宁路街道,江宁路街道,street,310106006000,35000,35000,34500,35500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186018,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106011000,石门二路街道,石门二路街道,street,310106011000,47000,47000,46500,47500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186017,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106012000,南京西路街道,南京西路街道,street,310106012000,152000,152000,151500,152500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186016,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106013000,静安寺街道,静安寺街道,street,310106013000,80000,80000,79500,80500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186014,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106014000,曹家渡街道,曹家渡街道,street,310106014000,48000,48000,47500,48500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186015,OpenStreetMap,True,exact official-name match,nominal midpoint retained
